Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,Evaluation,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.65,0.6363636363636364,0.7,0.6666666666666666,0.63,0.30000000000000004,0.30151134457776363,0.6499999999999999,LR,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.675,0.30000000000000004,0.3144854510165755,0.65,kNN,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.75,0.8571428571428571,0.6,0.7058823529411764,0.835,0.5,0.5241424183609591,0.75,RF,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.6,0.3,0.4,0.64,0.09999999999999998,0.11547005383792516,0.55,NB,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.75,0.6,0.6666666666666665,0.8200000000000001,0.4,0.408248290463863,0.7,LR,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5454545454545454,0.6,0.5714285714285713,0.585,0.09999999999999998,0.10050378152592121,0.55,kNN,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.7142857142857143,0.5,0.588235294117647,0.775,0.30000000000000004,0.3144854510165755,0.65,RF,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.52,0.09999999999999998,0.10482848367219183,0.55,NB,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6153846153846154,0.8,0.6956521739130435,0.7000000000000001,0.30000000000000004,0.3144854510165755,0.65,LR,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6666666666666666,0.4,0.5,0.69,0.19999999999999996,0.2182178902359924,0.6000000000000001,kNN,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.7323232323232323,0.40594059405940597,0.41414141414141414,0.7070707070707071,RF,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.2222222222222222,0.30769230769230765,0.5353535353535354,0.042553191489361764,0.050251890762960605,0.5202020202020202,NB,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.5555555555555556,0.5263157894736842,0.6262626262626263,0.09999999999999998,0.10050378152592121,0.5505050505050505,LR,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.7525252525252525,0.40594059405940597,0.41414141414141414,0.7070707070707071,kNN,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6,0.6,0.6,0.655,0.19999999999999996,0.2,0.6,RF,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,1.0,0.4,0.5714285714285715,0.9500000000000001,0.4,0.5,0.7,NB,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6363636363636364,0.7,0.6666666666666666,0.74,0.30000000000000004,0.30151134457776363,0.6499999999999999,LR,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.3,0.3,0.3,0.3,0.345,-0.3999999999999999,-0.4,0.3,kNN,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6666666666666666,0.4,0.5,0.68,0.19999999999999996,0.2182178902359924,0.6000000000000001,RF,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5714285714285714,0.4,0.47058823529411764,0.55,0.09999999999999998,0.10482848367219183,0.55,NB,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.7,0.7,0.7,0.8200000000000001,0.4,0.4,0.7,LR,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.56,0.30000000000000004,0.30151134457776363,0.6499999999999999,kNN,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.75,0.6,0.6666666666666665,0.7150000000000001,0.4,0.408248290463863,0.7,RF,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.65,0.6666666666666666,0.6,0.631578947368421,0.61,0.30000000000000004,0.30151134457776363,0.6499999999999999,NB,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.6,0.6,0.6,0.6,0.72,0.19999999999999996,0.2,0.6,LR,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.8,0.8,0.8,0.8000000000000002,0.8250000000000002,0.6,0.6,0.8,kNN,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.5,0.6,0.5454545454545454,0.53,0.0,0.0,0.5,RF,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.35,0.2857142857142857,0.2,0.23529411764705882,0.41000000000000003,-0.30000000000000004,-0.3144854510165755,0.35,NB,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.7,0.6666666666666666,0.8,0.7272727272727272,0.77,0.4,0.408248290463863,0.7,LR,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.4,0.4166666666666667,0.5,0.45454545454545453,0.48,-0.19999999999999996,-0.2041241452319315,0.4,kNN,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.4444444444444444,0.47058823529411764,0.5909090909090908,0.08163265306122458,0.08206099398622181,0.5404040404040404,RF,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.5,0.42857142857142855,0.3333333333333333,0.375,0.48484848484848486,-0.030927835051546504,-0.0316069770620507,0.48484848484848486,NB,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.2222222222222222,0.30769230769230765,0.6969696969696969,0.042553191489361764,0.050251890762960605,0.5202020202020202,LR,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.55,0.5,0.4444444444444444,0.47058823529411764,0.5454545454545454,0.08163265306122458,0.08206099398622181,0.5404040404040404,kNN,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,clustering
0.95,0.9090909090909091,1.0,0.9523809523809523,0.925,0.9,0.9045340337332909,0.95,RF,Cross-validation,1,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.7,0.7,0.7,0.7,0.7,0.4,0.4,0.7,NB,Cross-validation,1,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.6,0.6,0.6,0.6599999999999999,0.19999999999999996,0.2,0.6,LR,Cross-validation,1,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.75,0.7777777777777778,0.7,0.7368421052631577,0.89,0.5,0.502518907629606,0.75,kNN,Cross-validation,1,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.5,0.5,0.5,0.5,0.615,0.0,0.0,0.5,RF,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5454545454545454,0.6,0.5714285714285713,0.54,0.09999999999999998,0.10050378152592121,0.55,NB,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.75,0.7272727272727273,0.8,0.761904761904762,0.6700000000000002,0.5,0.502518907629606,0.75,LR,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.6363636363636364,0.7,0.6666666666666666,0.66,0.30000000000000004,0.30151134457776363,0.6499999999999999,kNN,Cross-validation,2,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.6666666666666666,0.6,0.631578947368421,0.795,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.75,0.3,0.4285714285714285,0.75,0.19999999999999996,0.25,0.6,NB,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.75,0.8571428571428571,0.6,0.7058823529411764,0.79,0.5,0.5241424183609591,0.75,LR,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.7142857142857143,0.5,0.588235294117647,0.66,0.30000000000000004,0.3144854510165755,0.65,kNN,Cross-validation,3,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.6666666666666666,0.4,0.5,0.5800000000000001,0.19999999999999996,0.2182178902359924,0.6000000000000001,RF,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5714285714285714,0.4,0.47058823529411764,0.55,0.09999999999999998,0.10482848367219183,0.55,NB,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.7,0.75,0.6,0.6666666666666665,0.66,0.4,0.408248290463863,0.7,LR,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5454545454545454,0.6,0.5714285714285713,0.5449999999999999,0.09999999999999998,0.10050378152592121,0.55,kNN,Cross-validation,4,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.5,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5353535353535354,0.04761904761904767,0.058025885318565944,0.5252525252525253,RF,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.6161616161616161,0.13978494623655924,0.1829534767323246,0.5656565656565656,NB,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.5454545454545454,0.6666666666666666,0.6,0.5656565656565657,0.20792079207920788,0.21212121212121213,0.606060606060606,LR,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5,0.6666666666666666,0.5714285714285715,0.5404040404040403,0.11764705882352933,0.12309149097933272,0.5606060606060606,kNN,Cross-validation,5,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.45,0.45454545454545453,0.5,0.47619047619047616,0.485,-0.10000000000000009,-0.10050378152592121,0.45,RF,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.8,0.875,0.7,0.7777777777777777,0.87,0.6,0.6123724356957946,0.8,NB,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.8,0.875,0.7,0.7777777777777777,0.9,0.6,0.6123724356957946,0.8,LR,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5384615384615384,0.7,0.608695652173913,0.575,0.09999999999999998,0.10482848367219183,0.55,kNN,Cross-validation,6,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.6363636363636364,0.7,0.6666666666666666,0.665,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5714285714285714,0.4,0.47058823529411764,0.56,0.09999999999999998,0.10482848367219183,0.55,NB,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5714285714285714,0.4,0.47058823529411764,0.6100000000000001,0.09999999999999998,0.10482848367219183,0.55,LR,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.625,0.5,0.5555555555555556,0.6799999999999999,0.19999999999999996,0.2041241452319315,0.6,kNN,Cross-validation,7,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.75,0.8571428571428571,0.6,0.7058823529411764,0.62,0.5,0.5241424183609591,0.75,RF,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.7,0.7,0.7,0.7,0.5900000000000001,0.4,0.4,0.7,NB,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.7,0.6666666666666666,0.8,0.7272727272727272,0.61,0.4,0.408248290463863,0.7,LR,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.75,0.7777777777777778,0.7,0.7368421052631577,0.7250000000000001,0.5,0.502518907629606,0.75,kNN,Cross-validation,8,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.6363636363636364,0.7,0.6666666666666666,0.67,0.30000000000000004,0.30151134457776363,0.6499999999999999,RF,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.5,0.5,0.3,0.37499999999999994,0.45999999999999996,0.0,0.0,0.5,NB,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.45,0.45454545454545453,0.5,0.47619047619047616,0.4700000000000001,-0.10000000000000009,-0.10050378152592121,0.45,LR,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.6,0.6,0.6,0.6149999999999999,0.19999999999999996,0.2,0.6,kNN,Cross-validation,9,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.65,0.625,0.5555555555555556,0.5882352941176471,0.6919191919191919,0.2857142857142858,0.28721347895177635,0.6414141414141414,RF,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.6,0.6,0.3333333333333333,0.42857142857142855,0.5454545454545454,0.1578947368421053,0.17407765595569785,0.5757575757575758,NB,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.5,0.42857142857142855,0.3333333333333333,0.375,0.494949494949495,-0.030927835051546504,-0.0316069770620507,0.48484848484848486,LR,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.55,0.5,0.4444444444444444,0.47058823529411764,0.51010101010101,0.08163265306122458,0.08206099398622181,0.5404040404040404,kNN,Cross-validation,10,ovarian,RES vs NONRES,RES,sv,dup,supervised
0.8279569892473119,0.0,0.0,0.0,0.523538961038961,0.0,0.0,0.5,RF,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.4946236559139785,0.1702127659574468,0.5,0.25396825396825395,0.6112012987012987,-0.0036739380022963175,-0.00490181355308239,0.4967532467532467,NB,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7849462365591398,0.16666666666666666,0.0625,0.09090909090909091,0.6201298701298701,-0.003236245954692629,-0.003740939195388182,0.4987824675324675,LR,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7956989247311828,0.2857142857142857,0.125,0.17391304347826086,0.729301948051948,0.077284595300261,0.08592669744359692,0.5300324675324675,kNN,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8279569892473119,0.0,0.0,0.0,0.517857142857143,0.0,0.0,0.5,RF,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.4731182795698925,0.18867924528301888,0.625,0.2898550724637681,0.510551948051948,0.03473840288074559,0.05073884396292881,0.5332792207792207,NB,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7419354838709677,0.16666666666666666,0.125,0.14285714285714288,0.5243506493506493,-0.00540540540540535,-0.005482930791331408,0.49756493506493504,LR,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7634408602150538,0.125,0.0625,0.08333333333333333,0.4488636363636364,-0.03542510121457498,-0.03823915036086518,0.48579545454545453,kNN,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8279569892473119,0.0,0.0,0.0,0.49107142857142855,0.0,0.0,0.5,RF,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.44086021505376344,0.2,0.75,0.31578947368421056,0.5584415584415584,0.06060606060606066,0.0998818664679156,0.5633116883116883,NB,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7526881720430108,0.23076923076923078,0.1875,0.20689655172413793,0.5454545454545454,0.06225339763261728,0.06272437248069448,0.528814935064935,LR,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7849462365591398,0.16666666666666666,0.0625,0.09090909090909091,0.6026785714285714,-0.003236245954692629,-0.003740939195388182,0.4987824675324675,kNN,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8172043010752689,0.0,0.0,0.0,0.5677244582043344,0.0,0.0,0.5,RF,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.5053763440860215,0.21568627450980393,0.6470588235294118,0.3235294117647059,0.6377708978328174,0.06797385620915042,0.09377425192123007,0.5603715170278638,NB,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7204301075268817,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.48606811145510836,-0.08430493273542616,-0.08707496889659706,0.46362229102167185,LR,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7741935483870968,0.0,0.0,0.0,0.6013931888544892,-0.07484865162355514,-0.1002657615789306,0.47368421052631576,kNN,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8260869565217391,0.0,0.0,0.0,0.6044407894736842,0.0,0.0,0.5,RF,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.41304347826086957,0.21212121212121213,0.875,0.3414634146341463,0.5452302631578947,0.0854197349042709,0.16060629208576777,0.5953947368421053,NB,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7391304347826086,0.0,0.0,0.0,0.4893092105263157,-0.1311475409836067,-0.14159846508095772,0.4473684210526316,LR,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7934782608695652,0.0,0.0,0.0,0.6307565789473685,-0.05811138014527861,-0.08424008942932641,0.48026315789473684,kNN,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8279569892473119,0.0,0.0,0.0,0.7978896103896104,0.0,0.0,0.5,RF,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.44086021505376344,0.2,0.75,0.31578947368421056,0.5819805194805194,0.06060606060606066,0.0998818664679156,0.5633116883116883,NB,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8279569892473119,0.5,0.375,0.42857142857142855,0.7946428571428572,0.3297297297297297,0.3344587782712159,0.648538961038961,LR,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8387096774193549,0.6666666666666666,0.125,0.21052631578947367,0.6513798701298702,0.1651705565529623,0.2392719838407377,0.5560064935064934,kNN,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8172043010752689,0.0,0.0,0.0,0.4655032467532467,-0.020658489347966436,-0.04752484565217575,0.4935064935064935,RF,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.4731182795698925,0.21052631578947367,0.75,0.3287671232876712,0.6217532467532467,0.08217522658610277,0.12830280030798907,0.5827922077922079,NB,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7096774193548387,0.13333333333333333,0.125,0.12903225806451615,0.5941558441558441,-0.04494382022471899,-0.04497751686094979,0.4780844155844156,LR,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7956989247311828,0.2857142857142857,0.125,0.17391304347826086,0.671672077922078,0.077284595300261,0.08592669744359692,0.5300324675324675,kNN,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8279569892473119,0.0,0.0,0.0,0.609577922077922,0.0,0.0,0.5,RF,Cross-validation,8,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.5483870967741935,0.25925925925925924,0.875,0.39999999999999997,0.7418831168831169,0.1831869510664994,0.2719190117295018,0.6777597402597403,NB,Cross-validation,8,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7526881720430108,0.1111111111111111,0.0625,0.08,0.612012987012987,-0.050073637702503726,-0.05284500270083684,0.47930194805194803,LR,Cross-validation,8,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7849462365591398,0.0,0.0,0.0,0.6542207792207793,-0.07390300230946867,-0.09663837556121514,0.474025974025974,kNN,Cross-validation,8,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8172043010752689,0.0,0.0,0.0,0.5859133126934984,0.0,0.0,0.5,RF,Cross-validation,9,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.43010752688172044,0.1896551724137931,0.6470588235294118,0.29333333333333333,0.5023219814241486,0.014791125324805088,0.022846645777028017,0.5143188854489165,NB,Cross-validation,9,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.7634408602150538,0.2727272727272727,0.17647058823529413,0.21428571428571427,0.5696594427244582,0.08251121076233181,0.08522230998390351,0.5356037151702786,LR,Cross-validation,9,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8064516129032258,0.4,0.11764705882352941,0.1818181818181818,0.5545665634674922,0.10767590618336886,0.1339564959563137,0.5390866873065016,kNN,Cross-validation,9,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8260869565217391,0.0,0.0,0.0,0.6007401315789473,0.0,0.0,0.5,RF,Cross-validation,10,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.4891304347826087,0.22807017543859648,0.8125,0.3561643835616438,0.6052631578947368,0.11610793131643504,0.1823392241561733,0.6167763157894737,NB,Cross-validation,10,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.782608695652174,0.16666666666666666,0.0625,0.09090909090909091,0.49013157894736836,-0.004366812227074135,-0.005049732270292356,0.49835526315789475,LR,Cross-validation,10,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8260869565217391,0.5,0.125,0.2,0.5049342105263158,0.14018691588785048,0.18341849551669442,0.549342105263158,kNN,Cross-validation,10,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,quantile
0.8387096774193549,1.0,0.0625,0.11764705882352941,0.5592532467532467,0.09941897998708848,0.2287133197010958,0.53125,RF,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.5483870967741935,0.21739130434782608,0.625,0.3225806451612903,0.6339285714285715,0.09035863996273874,0.11886897866224798,0.5787337662337662,NB,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8279569892473119,0.0,0.0,0.0,0.6217532467532467,0.0,0.0,0.5,LR,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7956989247311828,0.2,0.0625,0.09523809523809523,0.637987012987013,0.014500836586726185,0.01765678627425809,0.505275974025974,kNN,Cross-validation,1,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8064516129032258,0.0,0.0,0.0,0.5194805194805194,-0.03975155279503095,-0.06757855954160945,0.487012987012987,RF,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.5161290322580645,0.21568627450980393,0.6875,0.3283582089552239,0.5389610389610389,0.09001956947162426,0.12742518074877257,0.5840097402597403,NB,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8279569892473119,0.0,0.0,0.0,0.6440746753246753,0.0,0.0,0.5,LR,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7849462365591398,0.25,0.125,0.16666666666666666,0.5430194805194806,0.05870445344129549,0.06336773488371944,0.523538961038961,kNN,Cross-validation,2,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8172043010752689,0.0,0.0,0.0,0.40543831168831174,-0.020658489347966436,-0.04752484565217575,0.4935064935064935,RF,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.5698924731182796,0.25,0.75,0.375,0.6160714285714286,0.15760869565217395,0.21332758379698114,0.6412337662337662,NB,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8172043010752689,0.0,0.0,0.0,0.6314935064935066,-0.020658489347966436,-0.04752484565217575,0.4935064935064935,LR,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8494623655913979,0.75,0.1875,0.3,0.6444805194805194,0.24826789838337182,0.3246445429009571,0.5872564935064934,kNN,Cross-validation,3,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7956989247311828,0.0,0.0,0.0,0.5781733746130031,-0.04002354326074187,-0.07011516594206893,0.4868421052631579,RF,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.5806451612903226,0.2708333333333333,0.7647058823529411,0.39999999999999997,0.6106811145510835,0.17811012916383417,0.23525259244000268,0.6520897832817337,NB,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8172043010752689,0.0,0.0,0.0,0.5688854489164087,0.0,0.0,0.5,LR,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7956989247311828,0.3333333333333333,0.11764705882352941,0.1739130434782609,0.5526315789473685,0.08682170542635648,0.10228519506505901,0.5325077399380804,kNN,Cross-validation,4,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8043478260869565,0.0,0.0,0.0,0.5711348684210527,-0.04020100502512558,-0.06839855680567694,0.4868421052631579,RF,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.4891304347826087,0.22807017543859648,0.8125,0.3561643835616438,0.6365131578947367,0.11610793131643504,0.1823392241561733,0.6167763157894737,NB,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8260869565217391,0.0,0.0,0.0,0.6266447368421053,0.0,0.0,0.5,LR,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7934782608695652,0.2,0.0625,0.09523809523809523,0.686266447368421,0.013544018058690765,0.016499463776140772,0.5049342105263157,kNN,Cross-validation,5,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7849462365591398,0.0,0.0,0.0,0.5211038961038961,-0.07390300230946867,-0.09663837556121514,0.474025974025974,RF,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.4731182795698925,0.18867924528301888,0.625,0.2898550724637681,0.5588474025974026,0.03473840288074559,0.05073884396292881,0.5332792207792207,NB,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8279569892473119,0.0,0.0,0.0,0.650974025974026,0.0,0.0,0.5,LR,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.7956989247311828,0.2,0.0625,0.09523809523809523,0.5495129870129869,0.014500836586726185,0.01765678627425809,0.505275974025974,kNN,Cross-validation,6,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8172043010752689,0.0,0.0,0.0,0.4963474025974026,-0.020658489347966436,-0.04752484565217575,0.4935064935064935,RF,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.46236559139784944,0.19642857142857142,0.6875,0.3055555555555555,0.5771103896103896,0.05179445350734102,0.07948835172193149,0.5515422077922079,NB,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8279569892473119,0.0,0.0,0.0,0.6473214285714286,0.0,0.0,0.5,LR,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
0.8172043010752689,0.4,0.125,0.19047619047619047,0.6152597402597403,0.11823759063022876,0.14397071885164286,0.5430194805194806,kNN,Cross-validation,7,breast,HER2+ vs ER+ HER2-,HER2+,cnv,del,clustering
