Accuracy,Precision,Recall,F1,AUROC,Kappa,MCC,Balanced accuracy,algorithm,cv,fold,cancer_type,classes,pos_class,variant_group,variant_type,breakpoint_type
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.4831932773109243,0.016913319238900604,0.016949761206030714,0.5084033613445378,kNN,5,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7184873949579832,0.2790697674418604,0.2796710598995068,0.6386554621848739,RF,5,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.45161290322580644,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.5168067226890756,-0.0733197556008145,-0.07727101252333977,0.46218487394957986,NB,5,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6363636363636364,0.5,0.56,0.5210084033613446,0.26980728051391867,0.2753218825982293,0.6323529411764706,LR,5,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7584033613445378,0.41014799154334036,0.4110317092462448,0.703781512605042,kNN,5,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6365546218487395,0.2184873949579832,0.2184873949579832,0.6092436974789917,RF,5,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4666666666666667,0.5,0.4827586206896552,0.542016806722689,0.029227557411273586,0.029288959306450306,0.5147058823529411,NB,5,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.5084033613445379,0.016913319238900604,0.016949761206030714,0.5084033613445378,LR,5,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.7163865546218487,0.2969072164948453,0.3025210084033613,0.6512605042016807,kNN,5,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.671875,0.25339366515837114,0.2588158533262875,0.625,RF,5,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7142857142857142,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,5,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6964285714285714,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,5,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.6830357142857143,0.18918918918918926,0.19094065395649332,0.59375,kNN,5,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.59375,0.2600896860986547,0.26068008117002456,0.6294642857142857,RF,5,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.6026785714285714,0.27312775330396477,0.27865801780244004,0.6383928571428572,NB,5,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.6428571428571429,0.5625000000000001,0.5669642857142857,0.07894736842105254,0.08183170883849714,0.5401785714285714,LR,5,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.42857142857142855,0.4615384615384615,0.5803571428571427,0.05405405405405406,0.05455447255899809,0.5267857142857143,kNN,5,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.6764705882352942,0.14799154334038056,0.14831041055276875,0.5735294117647058,RF,5,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.6428571428571429,0.5625000000000001,0.6470588235294117,0.1106557377049181,0.11441088814070732,0.5567226890756303,NB,5,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.6512605042016807,0.28810020876826725,0.28870545602072445,0.6449579831932774,LR,5,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.7121848739495799,0.15866388308977042,0.15899720766358738,0.5798319327731092,kNN,5,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7741935483870968,0.7692307692307693,0.7142857142857143,0.7407407407407408,0.7584033613445378,0.5412262156448202,0.5423923585929828,0.76890756302521,RF,5,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.5630252100840336,0.04123711340206182,0.04201680672268908,0.5210084033613445,NB,5,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6554621848739496,0.2790697674418604,0.2796710598995068,0.6386554621848739,LR,5,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7331932773109243,0.4175365344467642,0.4184137043778615,0.7100840336134454,kNN,5,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.5210084033613446,-0.008676789587852562,-0.009213166547046367,0.4957983193277311,RF,5,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.7857142857142857,0.6111111111111112,0.5966386554621849,0.132,0.15201724802626507,0.569327731092437,NB,5,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.7,0.5,0.5833333333333334,0.7983193277310925,0.331896551724138,0.3444233600968322,0.6617647058823529,LR,5,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4838709677419355,0.4375,0.5,0.4666666666666667,0.5504201680672268,-0.02904564315352709,-0.029288959306450306,0.4852941176470588,kNN,5,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.3794642857142857,-0.21621621621621623,-0.21821789023599236,0.39285714285714285,RF,5,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.35714285714285715,0.41666666666666663,0.5625,0.045454545454545525,0.04724555912615341,0.5223214285714286,NB,5,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.40178571428571425,-0.008968609865470878,-0.008988968316207744,0.4955357142857143,LR,5,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.3973214285714286,-0.2053571428571428,-0.20535714285714285,0.3973214285714286,kNN,5,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.6875,0.3946188340807175,0.39551460591314075,0.6964285714285714,RF,5,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6339285714285714,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,5,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.65625,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,5,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5,0.4666666666666667,0.5,0.4827586206896552,0.5223214285714286,0.0,0.0,0.5,kNN,5,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.45161290322580644,0.38461538461538464,0.35714285714285715,0.3703703703703704,0.4432773109243697,-0.11416490486257924,-0.11441088814070732,0.4432773109243697,RF,7,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4838709677419355,0.4642857142857143,0.9285714285714286,0.6190476190476191,0.5840336134453781,0.0424710424710425,0.07779730694816726,0.523109243697479,NB,7,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.625,0.7142857142857143,0.6666666666666666,0.6680672268907564,0.3568464730290456,0.3598357857649609,0.680672268907563,LR,7,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.4831932773109243,0.016913319238900604,0.016949761206030714,0.5084033613445378,kNN,7,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7184873949579832,0.2790697674418604,0.2796710598995068,0.6386554621848739,RF,7,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.45161290322580644,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.5168067226890756,-0.0733197556008145,-0.07727101252333977,0.46218487394957986,NB,7,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6363636363636364,0.5,0.56,0.5210084033613446,0.26980728051391867,0.2753218825982293,0.6323529411764706,LR,7,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7584033613445378,0.41014799154334036,0.4110317092462448,0.703781512605042,kNN,7,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6365546218487395,0.2184873949579832,0.2184873949579832,0.6092436974789917,RF,7,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4666666666666667,0.5,0.4827586206896552,0.542016806722689,0.029227557411273586,0.029288959306450306,0.5147058823529411,NB,7,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.5084033613445379,0.016913319238900604,0.016949761206030714,0.5084033613445378,LR,7,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.7163865546218487,0.2969072164948453,0.3025210084033613,0.6512605042016807,kNN,7,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.671875,0.25339366515837114,0.2588158533262875,0.625,RF,7,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7142857142857142,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,7,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6964285714285714,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,7,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.6830357142857143,0.18918918918918926,0.19094065395649332,0.59375,kNN,7,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.59375,0.2600896860986547,0.26068008117002456,0.6294642857142857,RF,7,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.6026785714285714,0.27312775330396477,0.27865801780244004,0.6383928571428572,NB,7,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.6428571428571429,0.5625000000000001,0.5669642857142857,0.07894736842105254,0.08183170883849714,0.5401785714285714,LR,7,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.42857142857142855,0.4615384615384615,0.5803571428571427,0.05405405405405406,0.05455447255899809,0.5267857142857143,kNN,7,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.6764705882352942,0.14799154334038056,0.14831041055276875,0.5735294117647058,RF,7,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.6428571428571429,0.5625000000000001,0.6470588235294117,0.1106557377049181,0.11441088814070732,0.5567226890756303,NB,7,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.6512605042016807,0.28810020876826725,0.28870545602072445,0.6449579831932774,LR,7,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.7121848739495799,0.15866388308977042,0.15899720766358738,0.5798319327731092,kNN,7,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7741935483870968,0.7692307692307693,0.7142857142857143,0.7407407407407408,0.7584033613445378,0.5412262156448202,0.5423923585929828,0.76890756302521,RF,7,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.5630252100840336,0.04123711340206182,0.04201680672268908,0.5210084033613445,NB,7,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6554621848739496,0.2790697674418604,0.2796710598995068,0.6386554621848739,LR,7,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7331932773109243,0.4175365344467642,0.4184137043778615,0.7100840336134454,kNN,7,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.5210084033613446,-0.008676789587852562,-0.009213166547046367,0.4957983193277311,RF,7,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.7857142857142857,0.6111111111111112,0.5966386554621849,0.132,0.15201724802626507,0.569327731092437,NB,7,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.7,0.5,0.5833333333333334,0.7983193277310925,0.331896551724138,0.3444233600968322,0.6617647058823529,LR,7,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4838709677419355,0.4375,0.5,0.4666666666666667,0.5504201680672268,-0.02904564315352709,-0.029288959306450306,0.4852941176470588,kNN,7,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.390625,-0.21621621621621623,-0.21821789023599236,0.39285714285714285,RF,7,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.35714285714285715,0.41666666666666663,0.5535714285714286,0.045454545454545525,0.04724555912615341,0.5223214285714286,NB,7,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.43333333333333335,0.36363636363636365,0.2857142857142857,0.32,0.40625,-0.15384615384615374,-0.15713819666238882,0.42410714285714285,LR,7,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.36666666666666664,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.35714285714285715,-0.2780269058295963,-0.27865801780244004,0.36160714285714285,kNN,7,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.6875,0.3946188340807175,0.39551460591314075,0.6964285714285714,RF,7,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6339285714285714,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,7,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.65625,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,7,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5,0.4666666666666667,0.5,0.4827586206896552,0.5223214285714286,0.0,0.0,0.5,kNN,7,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.45161290322580644,0.38461538461538464,0.35714285714285715,0.3703703703703704,0.4432773109243697,-0.11416490486257924,-0.11441088814070732,0.4432773109243697,RF,10,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4838709677419355,0.4642857142857143,0.9285714285714286,0.6190476190476191,0.5840336134453781,0.0424710424710425,0.07779730694816726,0.523109243697479,NB,10,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.625,0.7142857142857143,0.6666666666666666,0.6680672268907564,0.3568464730290456,0.3598357857649609,0.680672268907563,LR,10,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.4831932773109243,0.016913319238900604,0.016949761206030714,0.5084033613445378,kNN,10,1,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7184873949579832,0.2790697674418604,0.2796710598995068,0.6386554621848739,RF,10,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.45161290322580644,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.5168067226890756,-0.0733197556008145,-0.07727101252333977,0.46218487394957986,NB,10,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6363636363636364,0.5,0.56,0.5210084033613446,0.26980728051391867,0.2753218825982293,0.6323529411764706,LR,10,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7584033613445378,0.41014799154334036,0.4110317092462448,0.703781512605042,kNN,10,2,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6365546218487395,0.2184873949579832,0.2184873949579832,0.6092436974789917,RF,10,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4666666666666667,0.5,0.4827586206896552,0.542016806722689,0.029227557411273586,0.029288959306450306,0.5147058823529411,NB,10,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.46153846153846156,0.42857142857142855,0.4444444444444445,0.5084033613445379,0.016913319238900604,0.016949761206030714,0.5084033613445378,LR,10,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.7163865546218487,0.2969072164948453,0.3025210084033613,0.6512605042016807,kNN,10,3,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6363636363636364,0.5,0.56,0.671875,0.25339366515837114,0.2588158533262875,0.625,RF,10,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.7142857142857142,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,10,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6964285714285714,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,10,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5833333333333334,0.5,0.5384615384615384,0.6830357142857143,0.18918918918918926,0.19094065395649332,0.59375,kNN,10,4,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.59375,0.2600896860986547,0.26068008117002456,0.6294642857142857,RF,10,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.6026785714285714,0.27312775330396477,0.27865801780244004,0.6383928571428572,NB,10,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.6428571428571429,0.5625000000000001,0.5669642857142857,0.07894736842105254,0.08183170883849714,0.5401785714285714,LR,10,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.42857142857142855,0.4615384615384615,0.5803571428571427,0.05405405405405406,0.05455447255899809,0.5267857142857143,kNN,10,5,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5384615384615384,0.5,0.5185185185185186,0.6764705882352942,0.14799154334038056,0.14831041055276875,0.5735294117647058,RF,10,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.6428571428571429,0.5625000000000001,0.6470588235294117,0.1106557377049181,0.11441088814070732,0.5567226890756303,NB,10,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6,0.6428571428571429,0.6206896551724138,0.6512605042016807,0.28810020876826725,0.28870545602072445,0.6449579831932774,LR,10,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5806451612903226,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.7121848739495799,0.15866388308977042,0.15899720766358738,0.5798319327731092,kNN,10,6,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7741935483870968,0.7692307692307693,0.7142857142857143,0.7407407407407408,0.7584033613445378,0.5412262156448202,0.5423923585929828,0.76890756302521,RF,10,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.5630252100840336,0.04123711340206182,0.04201680672268908,0.5210084033613445,NB,10,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6451612903225806,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6554621848739496,0.2790697674418604,0.2796710598995068,0.6386554621848739,LR,10,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7096774193548387,0.6666666666666666,0.7142857142857143,0.689655172413793,0.7331932773109243,0.4175365344467642,0.4184137043778615,0.7100840336134454,kNN,10,7,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5161290322580645,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.5210084033613446,-0.008676789587852562,-0.009213166547046367,0.4957983193277311,RF,10,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5483870967741935,0.5,0.7857142857142857,0.6111111111111112,0.5966386554621849,0.132,0.15201724802626507,0.569327731092437,NB,10,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.7,0.5,0.5833333333333334,0.7983193277310925,0.331896551724138,0.3444233600968322,0.6617647058823529,LR,10,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4838709677419355,0.4375,0.5,0.4666666666666667,0.5504201680672268,-0.02904564315352709,-0.029288959306450306,0.4852941176470588,kNN,10,8,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.4,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.390625,-0.21621621621621623,-0.21821789023599236,0.39285714285714285,RF,10,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5333333333333333,0.5,0.35714285714285715,0.41666666666666663,0.5535714285714286,0.045454545454545525,0.04724555912615341,0.5223214285714286,NB,10,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.43333333333333335,0.36363636363636365,0.2857142857142857,0.32,0.40625,-0.15384615384615374,-0.15713819666238882,0.42410714285714285,LR,10,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.36666666666666664,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.35714285714285715,-0.2780269058295963,-0.27865801780244004,0.36160714285714285,kNN,10,9,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.6875,0.3946188340807175,0.39551460591314075,0.6964285714285714,RF,10,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6333333333333333,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.6339285714285714,0.2600896860986547,0.26068008117002456,0.6294642857142857,NB,10,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.65625,0.1964285714285714,0.19642857142857142,0.5982142857142857,LR,10,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.5,0.4666666666666667,0.5,0.4827586206896552,0.5223214285714286,0.0,0.0,0.5,kNN,10,10,ovarian,RES vs NONRES,RES,sv,inv,supervised
0.6774193548387096,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6512605042016806,0.34042553191489355,0.34342672232595456,0.6680672268907563,RF,None,1,ovarian,RES vs NONRES,RES,sv,del,supervised
0.6451612903225806,0.5789473684210527,0.7857142857142857,0.6666666666666667,0.73109243697479,0.3054989816700612,0.3219625521805824,0.657563025210084,NB,None,1,ovarian,RES vs NONRES,RES,sv,del,supervised
0.6774193548387096,0.625,0.7142857142857143,0.6666666666666666,0.7310924369747899,0.3568464730290456,0.3598357857649609,0.680672268907563,LR,None,1,ovarian,RES vs NONRES,RES,sv,del,supervised
0.6129032258064516,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6449579831932774,0.2184873949579832,0.2184873949579832,0.6092436974789917,kNN,None,1,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7419354838709677,0.75,0.6428571428571429,0.6923076923076924,0.7142857142857143,0.4723404255319149,0.4765045772272619,0.7331932773109244,RF,None,2,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7419354838709677,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.819327731092437,0.47899159663865554,0.4789915966386555,0.7394957983193278,NB,None,2,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7096774193548387,0.7272727272727273,0.5714285714285714,0.64,0.8151260504201681,0.40256959314775165,0.4107977295910088,0.6974789915966386,LR,None,2,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7419354838709677,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6701680672268908,0.47899159663865554,0.4789915966386555,0.7394957983193278,kNN,None,2,ovarian,RES vs NONRES,RES,sv,del,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.6701680672268908,0.2085106382978723,0.21034886742464715,0.6029411764705883,RF,None,3,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7419354838709677,0.75,0.6428571428571429,0.6923076923076924,0.7184873949579833,0.4723404255319149,0.4765045772272619,0.7331932773109244,NB,None,3,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7096774193548387,0.7272727272727273,0.5714285714285714,0.64,0.7436974789915967,0.40256959314775165,0.4107977295910088,0.6974789915966386,LR,None,3,ovarian,RES vs NONRES,RES,sv,del,supervised
0.6129032258064516,0.5833333333333334,0.5,0.5384615384615384,0.6302521008403361,0.2085106382978723,0.21034886742464715,0.6029411764705883,kNN,None,3,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7333333333333333,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7991071428571428,0.4642857142857143,0.4642857142857143,0.7321428571428572,RF,None,4,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7666666666666667,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.8526785714285714,0.5333333333333333,0.5345224838248488,0.7678571428571428,NB,None,4,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7333333333333333,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8482142857142857,0.4642857142857143,0.4642857142857143,0.7321428571428572,LR,None,4,ovarian,RES vs NONRES,RES,sv,del,supervised
0.7666666666666667,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.8325892857142857,0.5333333333333333,0.5345224838248488,0.7678571428571428,kNN,None,4,ovarian,RES vs NONRES,RES,sv,del,supervised
0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8482142857142857,0.5982142857142857,0.5982142857142857,0.7991071428571428,RF,None,5,ovarian,RES vs NONRES,RES,sv,del,supervised
0.8666666666666667,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8526785714285714,0.7297297297297298,0.7364853795464743,0.8616071428571428,NB,None,5,ovarian,RES vs NONRES,RES,sv,del,supervised
0.8666666666666667,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8526785714285714,0.7297297297297298,0.7364853795464743,0.8616071428571428,LR,None,5,ovarian,RES vs NONRES,RES,sv,del,supervised
