feature,F train,p-value train,F test,p-value test,cancer_type,classes,pos_class
quantile_cnv_dip__0_109841,0.3851945900672869,0.535142249281718,5.4783622893962285,0.020248468781514418,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__109841_347924,4.890138515350003,0.027499367042164293,12.75020453163227,0.00044681397211683165,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__347924_841018,6.651061121059292,0.010217907935184104,14.592887551650735,0.0001784999241748206,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__841018_1740372,5.45398950282629,0.019950862337916944,14.487743341027436,0.00018802101288146523,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__1740372_3327467,0.8930266723612849,0.345152374118988,8.40639900108775,0.004161083183527743,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__3327467_6363429,1.6171836872777108,0.20412471593520282,5.598314459816417,0.018943322031616527,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__6363429_12239465,0.417037054638291,0.518739823205006,3.387445423514549,0.06719130029979051,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__12239465_23154744,0.7984064474197148,0.372035453831021,1.4347489766899877,0.23242286946974175,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__23154744_44361245,0.8514749972440762,0.35661704509533887,3.9335303817513187,0.04871460043876995,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dip__44361245_inf,4.785395525691769,0.029202488222599965,0.5173539567141616,0.4728206594318263,breast,HER2+ vs ER+ HER2-,HER2+
total_quantile_cnv_dip_,1.0319923973031913,0.3102228696931777,8.025067877182583,0.0050907144720520455,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__0_109841,0.8401591342842261,0.35982946858266596,5.4064508966842695,0.021075564975829943,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__109841_347924,8.19551668092081,0.004390289846747211,13.156760074990185,0.0003644585213268061,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__347924_841018,16.06121953453009,7.147799927295938e-05,16.423924574267797,7.272137337648327e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__841018_1740372,15.887440855353418,7.810879669533753e-05,16.625177644849554,6.593799619598951e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__1740372_3327467,4.056183325012582,0.04458903266774236,11.512987304592126,0.0008346233759605278,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__3327467_6363429,11.697293178756668,0.0006814409025645878,9.841903743958529,0.0019660253495387007,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__6363429_12239465,3.398765755454271,0.06588546603911603,5.655103170635092,0.01835631048597632,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__12239465_23154744,2.697143522587774,0.10120864762906731,1.9024666549036888,0.16935838545166518,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__23154744_44361245,0.5796238153220652,0.4468482394015002,3.7277541459766605,0.0549435780075246,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dip__44361245_inf,5.8178682249870715,0.016252999957302585,0.001875886229623557,0.9654968687297321,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__0_13813,17.270714730597064,3.863196446594129e-05,9.985981122217327,0.0018248661811835739,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__13813_29307,24.406829816482862,1.0921957836783692e-06,14.568425058065563,0.00018067037843023142,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__29307_51402,19.79997713339585,1.0788073837211426e-05,6.30550471970719,0.012836024095824515,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__51402_70661,3.851772935517931,0.050293129795174155,1.9797963172513127,0.1609796271883966,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__70661_84807,6.3099380441929105,0.012346180351946444,4.645916220725522,0.03233422565529947,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__84807_106254,16.429837459127235,5.923259666212612e-05,10.182832129545124,0.0016485764191939095,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__106254_135992,29.319242615816464,9.887414444206087e-08,12.830043663670082,0.0004292648055074341,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__135992_171249,28.6365776882067,1.377473386646861e-07,11.060975943163676,0.0010506858794209614,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__171249_206458,30.789617096779438,4.8521000643068216e-08,16.12668925190147,8.405987638509782e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__206458_259523,63.040499222016805,1.551745470923631e-14,15.83149487390304,9.710134921131819e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__259523_323381,62.158883888505066,2.3015451170925504e-14,14.045739345397248,0.0002340436072494519,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__323381_394174,70.39481638270595,5.957644937440225e-16,22.61855297053508,3.798823262029393e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__394174_477204,52.614513618939924,1.72447176592982e-12,20.86973890608821,8.634773588423624e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__477204_573656,59.57761955588455,7.330655283351763e-14,21.68035651316779,5.894807370642512e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__573656_696336,53.44114772144868,1.1822694270028479e-12,20.27876744084125,1.141977061076753e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__696336_835832,52.590189128928834,1.743752427684994e-12,17.706822878523734,3.9053213923178495e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__835832_1012495,59.56988282738806,7.356225342246596e-14,16.01163394169104,8.891705797505185e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__1012495_1239481,46.92542851454814,2.362771062181305e-11,15.426714363950731,0.00011839919912684677,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__1239481_1526462,36.315861245600054,3.43249012307971e-09,22.406721358385557,4.194079388134398e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__1526462_1898450,37.51532176090786,1.941892110930334e-09,10.65525356051975,0.0012930801992243153,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__1898450_2421173,37.864039982936376,1.646077187095699e-09,8.090896024854914,0.0049161639268358445,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__2421173_3100430,27.879237899612924,1.9915480545972045e-07,7.475023065722886,0.0068232109271412,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__3100430_3826708,39.47344329594694,7.691979732303845e-10,7.220894530724385,0.007818833609353776,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__3826708_5179442,41.075629909404576,3.6179285803708223e-10,6.813078591670367,0.009741115498375995,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__5179442_7280283,36.2023580706384,3.622929027287796e-09,8.665017152919026,0.0036314994954216935,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__7280283_10852135,24.566935028753612,1.0093293656782577e-06,5.524117207002188,0.01973990352307714,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__10852135_16450644,20.86466199928641,6.331594108074906e-06,6.910066209630136,0.009243621318245047,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__16450644_26134341,20.24906141677759,8.613996715464083e-06,7.700656897371181,0.006048859099268008,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__26134341_44983863,18.763430772688572,1.8165238475480743e-05,10.756993675854096,0.0012273862719007968,breast,HER2+ vs ER+ HER2-,HER2+
quantile_cnv_dup__44983863_inf,9.839838459352736,0.0018167908651638286,6.675525635136891,0.010494618552724575,breast,HER2+ vs ER+ HER2-,HER2+
total_quantile_cnv_dup_,48.78804304160904,9.990435528661556e-12,14.593372171345827,0.00017845719475280723,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__0_13813,0.023901378780098355,0.8772036267579251,3.0769167457531323,0.0809580207902512,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__13813_29307,0.22102656583099037,0.638480681811533,4.027943232058332,0.046112497821331734,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__29307_51402,0.07114756592972545,0.7897922083593286,2.3161663316020698,0.12963065235790375,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__51402_70661,3.7240952605666684,0.0542445865361804,0.7644549793706076,0.3829972007196696,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__70661_84807,3.4690438378798545,0.06316196097875805,0.20296490020815,0.6528311550481615,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__84807_106254,1.2758113384563121,0.25926540994526537,2.197114066088439,0.13985919534619842,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__106254_135992,0.02943175404930507,0.8638610461949235,5.441499936424048,0.02066812775568068,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__135992_171249,0.04777061801655371,0.8270855067979735,2.1796747720093843,0.14143262577101845,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__171249_206458,0.41883142772245163,0.5178421348912734,4.167531823012421,0.04253230843717945,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__206458_259523,17.829057372487366,2.91144958546002e-05,8.063928369907433,0.004986915358276884,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__259523_323381,17.663183049216045,3.16642330577111e-05,5.285523758179358,0.022546895490178506,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__323381_394174,17.29248736838346,3.820768364224028e-05,13.054016207276485,0.0003836871150563549,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__394174_477204,9.355092405205482,0.0023528533225609825,12.393192218058013,0.0005346862742845855,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__477204_573656,10.50494587664242,0.0012765839134752962,16.212817113294264,8.06009679056867e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__573656_696336,12.534444272942125,0.00044002472249158274,7.348232961481758,0.007302479188301284,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__696336_835832,15.486139186040294,9.58966805103722e-05,12.130872081197662,0.0006103223696057019,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__835832_1012495,20.594863703279415,7.245450084369308e-06,6.404296757289067,0.012162331750665795,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__1012495_1239481,10.712137339422519,0.0011441644014908198,9.634350296996038,0.0021892809880073743,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__1239481_1526462,7.127219140210376,0.007859720367589026,16.84213451832281,5.9342083232309386e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__1526462_1898450,8.608639235764944,0.0035122475361044764,5.377078473345637,0.021423468074701687,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__1898450_2421173,5.98083585781246,0.0148343682071978,2.6144668738609536,0.10748517692640815,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__2421173_3100430,1.445835249658978,0.22981330258943425,3.937817701883303,0.04859311441264842,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__3100430_3826708,2.9857844927284782,0.08466679605114522,2.7004336413550876,0.10190796368848243,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__3826708_5179442,9.702452615184518,0.0019546865738667746,3.41493510668917,0.06610052224533479,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__5179442_7280283,8.857478601574721,0.003072066172881734,4.351184290176244,0.03826445391331278,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__7280283_10852135,3.885521066978412,0.04930052819924789,4.057423414804299,0.045330584273466604,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__10852135_16450644,0.8178642728501004,0.36627667275066744,3.258608165839169,0.07256859067577257,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__16450644_26134341,0.31109750772093736,0.577277645698497,2.9785216090558713,0.08593635166284774,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__26134341_44983863,0.09364088133521088,0.7597364161036237,4.314813273995867,0.03907221020972392,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_cnv_dup__44983863_inf,2.208718025448108,0.13791473940264828,1.31297635083114,0.25323946447774337,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__0_174,3.7132401635565047,0.05459542662382831,23.80350039807408,2.1887988698128392e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__174_319,2.9863664135496064,0.0846365785857686,11.188954163806034,0.0009842761172243126,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__319_459,2.7281779863905427,0.09927117581869234,8.52791916120556,0.0039030143309030578,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__459_591,3.3372786472304554,0.06837158678839039,6.691691368259819,0.010403022944159008,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__591_730,6.455492761734821,0.011387116234030353,6.835790124875735,0.009622188961246636,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__730_885,6.230337144897933,0.012905525708873336,6.161728241348436,0.013886371388967596,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__885_1103,10.103049675366425,0.0015795978717844236,7.149652825875599,0.008124005442915461,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__1103_1450,11.241130758738992,0.0008658116666512399,7.48443389306399,0.006788956262867817,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__1450_2260,14.977350287474582,0.00012446516787070506,10.286944993303337,0.0015624782254274933,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__2260_5380,38.047945355435914,1.5087743506882472e-09,17.45778763786891,4.40425190204243e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__5380_13447,53.92470717459835,9.48326853538201e-13,22.569732860691886,3.886434138859835e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__13447_38476,60.766463610135524,4.296078293278286e-14,20.783680141459094,8.992937016495719e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__38476_123708,39.741183594756635,6.779594867537557e-10,31.255220941019907,7.433462759069555e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__123708_317355,38.920441232384434,9.986534568432678e-10,31.10897233938255,7.933253387970327e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__317355_635768,36.327449613081164,3.41362225541078e-09,24.705894188207782,1.4420987983629265e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__635768_1082513,36.16359033515682,3.690380430784882e-09,25.257403189066046,1.1187108724124547e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__1082513_1682564,25.459708256617414,6.505710127912413e-07,23.28845601090217,2.7801628236131845e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__1682564_2474562,36.146522453516276,3.720475617347752e-09,31.492701541845573,6.688797623553204e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__2474562_3423802,38.03693175047112,1.5166629356142163e-09,27.78162256635086,3.5351224874470554e-07,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__3423802_4701721,26.621350580786572,3.6809890479764755e-07,33.33015805673607,2.968592230706395e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__4701721_6232570,30.608250259637447,5.2965108706280324e-08,35.15593314556774,1.3343190566050888e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__6232570_8125117,28.817225742054735,1.261677172491929e-07,38.48236689310876,3.1664011597075436e-09,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__8125117_10624301,48.78314492357425,1.0013026284605534e-11,20.38182216666005,1.0875586226909684e-05,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__10624301_13812096,46.68580684805227,2.640187144740536e-11,24.23811915848714,1.789817344853885e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__13812096_18529947,44.86812016663054,6.14134504615198e-11,24.327645051194548,1.7172518779912383e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__18529947_24691301,57.18277110665429,2.1600588163461955e-13,12.616033570261731,0.00047796853226115085,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__24691301_33570759,36.33049179997499,3.4086863558192448e-09,11.550437740210056,0.0008188939195455953,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__33570759_47854973,27.200231655519442,2.7737155473585244e-07,10.825827505007373,0.0011848824043087629,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__47854973_75409324,23.686449412132507,1.5585524123642705e-06,2.84106897768105,0.09345833911797914,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_inv__75409324_inf,7.357712662955533,0.006926798636198194,18.567062242087754,2.582253641252992e-05,breast,HER2+ vs ER+ HER2-,HER2+
total_quantile_sv_inv_,44.846568989261385,6.20326045378604e-11,24.685972908080892,1.4554089104269834e-06,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__0_174,0.47878337729792325,0.48932150533168284,9.098644873794877,0.0028935082870468858,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__174_319,2.486976541616261,0.11547650550819935,4.042434115428442,0.045726375943533584,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__319_459,3.315072257971305,0.0692940405256026,8.807455091131306,0.0033698805700548454,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__459_591,0.8087781325003464,0.3689502289689598,19.353715425461743,1.7727419799199236e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__591_730,2.049938436154928,0.15288849731916,11.348337838996754,0.0009075189690588138,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__730_885,2.7259120217203043,0.09941125534295912,11.929519404693018,0.0006757159850431569,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__885_1103,9.228971488751188,0.0025170839350803368,12.541801955207715,0.0004961471404793491,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__1103_1450,10.631199554640045,0.0011941473017118443,19.62092335008762,1.5608325202519173e-05,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__1450_2260,12.887254180440435,0.0003662290914195753,11.415826297855624,0.0008768846754389744,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__2260_5380,7.876984102677504,0.005218407990180582,1.5764672643227327,0.21074997614779406,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__5380_13447,0.8417670788334116,0.3593705707367333,6.7024236710530145,0.010342670404143961,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__13447_38476,0.5555922980995524,0.4564206794996306,0.24549683080360749,0.6208133546575689,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__38476_123708,1.8771473310496836,0.17132414927094936,3.082568538427389,0.08068175346225998,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__123708_317355,0.014221412363096377,0.9051263084207355,3.3881516052513847,0.06716303803355839,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__317355_635768,0.21642404709582,0.6419974274124316,1.3898504769088704,0.23984509398525752,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__635768_1082513,0.4441143640380237,0.5054759245437321,3.1776517821941055,0.07618415638778149,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__1082513_1682564,0.007763265544422004,0.9298279071617508,3.276562036227409,0.07179216685173077,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__1682564_2474562,0.018922260086248588,0.8906495171156306,3.063048672426275,0.08164027711966532,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__2474562_3423802,1.280432135192241,0.25840570599485313,1.5536627720821554,0.21406816477858592,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__3423802_4701721,1.5068437584920453,0.22024641929166344,7.335218499950377,0.007353599570204641,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__4701721_6232570,0.1629398880529676,0.6866508947623777,5.791897062019139,0.01701876089687825,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__6232570_8125117,0.5105570431680567,0.4752586852113443,7.93370740368059,0.0053435882752535455,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__8125117_10624301,10.923853683874492,0.001023229921944851,2.7820443829753794,0.0969071115460516,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__10624301_13812096,6.251354985602919,0.012755343141525,5.933267686989447,0.01574260274575205,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__13812096_18529947,9.910024276242492,0.0017502064357788917,4.5720561778071085,0.03372306514151433,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__18529947_24691301,3.678847098668123,0.055723050222389575,5.003530715883471,0.026410832984417345,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__24691301_33570759,0.46571092877650755,0.4953089999928395,1.7474507987534513,0.18772271124187223,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__33570759_47854973,0.03335345740760615,0.8551690124568326,1.6397665599384834,0.20185552278376367,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__47854973_75409324,0.00029746144247310064,0.9862469565042532,0.019366617200615503,0.889462005124566,breast,HER2+ vs ER+ HER2-,HER2+
frac_quantile_sv_inv__75409324_inf,1.6369545606473785,0.20138599631534668,0.3452153321628789,0.557503642241982,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__0_51,0.09446971511191507,0.7587084329030169,0.48245538951277633,0.4881264552074859,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__51_58,0.1638695770795868,0.6858059515209258,0.20165517114192924,0.6538792598825791,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__58_67,0.03712800350283352,0.8472893386816073,0.028815717664180056,0.8653785445034535,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__67_78,0.12294882274152602,0.7260178222560743,0.388373253431229,0.5338729084937888,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__78_91,0.23221559409357567,0.6301140360779035,0.16868131662963812,0.6817305509428953,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__91_107,0.003361994545104935,0.9537874710811465,0.09970274005520625,0.7525192291668314,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__107_124,0.09222388503148012,0.7615054735753649,0.07798744003932392,0.7803350084591569,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__124_149,0.03458428500974769,0.8525510825257558,0.00020336763450536728,0.9886363503308616,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__149_177,0.9412293097378402,0.3324695247469185,0.6923234787392667,0.40637759780934424,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__177_212,0.0912675797947113,0.7627077843879322,0.06043396631796742,0.8060659897267359,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__212_250,0.0012472485658567235,0.9718426944390084,0.004675888422592377,0.9455517746270252,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__250_287,0.3046765970273753,0.5812322593291913,0.001973026090605209,0.9646153738048237,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__287_329,0.1886258960642249,0.6642655032896979,4.407561413990122e-06,0.9983270206582868,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__329_380,0.12380228277742547,0.7251070719343296,0.20848567612005986,0.648457401904815,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__380_449,0.0560611772437925,0.8129382965961546,0.3142197405432704,0.575735987591655,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__449_542,0.42919449825852396,0.5127105133981549,0.09070187674359552,0.7636027907130352,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__542_679,0.11863564884529183,0.7306757019211254,0.501918414690365,0.4794916318307675,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__679_875,0.4189372482392215,0.5177892803004105,0.058523366435477606,0.8090955983119582,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__875_1109,0.14933364266196444,0.699350879146534,0.23541767068273137,0.6280718863668384,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__1109_1436,1.6994459526770753,0.19300966713876028,0.050588445525077776,0.8222744340798749,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__1436_1918,2.1542817951544873,0.14285335103244465,2.9474248245907195,0.08757830874402292,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__1918_2639,3.204865989139609,0.07407421772514156,2.9653539503541166,0.08662748863618513,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__2639_3691,3.299150098123379,0.0699636690375862,5.657754264320723,0.01832937413319533,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__3691_5298,3.9427988918022807,0.04766308324610682,2.7588442843007033,0.09830071832738331,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__5298_7718,2.2753364399782963,0.13213011658148224,3.2766365558907307,0.07178896297797406,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__7718_11086,1.789621322015111,0.18163043728197564,2.7057309237715925,0.10157488663359661,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__11086_16503,1.099159612914638,0.2949987491825069,3.8225784762159383,0.05197374431829689,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__16503_24752,1.367378101037908,0.24286581491504688,5.039690204140174,0.02587884484153924,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__24752_41353,10.991941310579898,0.0009871623498132448,14.452859048664127,0.0001912926920687065,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__41353_70266,11.303074258661512,0.000838070085915443,28.395296433161946,2.678149640325652e-07,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__70266_116762,20.402807773076663,7.975983685833095e-06,28.19132934623578,2.936726438949033e-07,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__116762_188395,35.153879897307846,5.9706516827250716e-09,31.491159765685893,6.693380219763941e-08,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__188395_295411,37.10992369277388,2.353688330711761e-09,24.350504094165814,1.6992057186811995e-06,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__295411_455849,36.95363396092372,2.534971680599086e-09,44.613434727503154,2.370879711782644e-10,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__455849_687905,27.488948323904243,2.4090699579470967e-07,28.124506846409474,3.026824173589281e-07,breast,HER2+ vs ER+ HER2-,HER2+
quantile_sv_del__687905_1030706,30.841601061038027,4.731780367446965e-08,13.169813090546102,0.00036208689875743524,breast,HER2+ vs ER+ HER2-,HER2+
